workload,leaves,fns,nodes,merges,depth,algorithm,trial,parlay_threads,union_style,dnc_cutoff,wallclock_ms
medium,10000,8,200000,20000,1,nelson_seq,0,64,dnc,16,76.3089
medium,10000,8,200000,20000,1,nelson_seq,1,64,dnc,16,76.4529
medium,10000,8,200000,20000,1,nelson_seq,2,64,dnc,16,86.8138
medium,10000,8,200000,20000,1,nelson_seq,3,64,dnc,16,87.0339
medium,10000,8,200000,20000,1,nelson_seq,4,64,dnc,16,87.2860
medium,10000,8,200000,20000,1,par_close,0,64,dnc,16,13.1810
medium,10000,8,200000,20000,1,par_close,1,64,dnc,16,12.2457
medium,10000,8,200000,20000,1,par_close,2,64,dnc,16,12.5841
medium,10000,8,200000,20000,1,par_close,3,64,dnc,16,12.1284
medium,10000,8,200000,20000,1,par_close,4,64,dnc,16,11.6560
large,50000,16,1000000,100000,1,nelson_seq,0,64,dnc,16,807.8427
large,50000,16,1000000,100000,1,nelson_seq,1,64,dnc,16,802.6399
large,50000,16,1000000,100000,1,nelson_seq,2,64,dnc,16,768.6280
large,50000,16,1000000,100000,1,nelson_seq,3,64,dnc,16,755.5451
large,50000,16,1000000,100000,1,nelson_seq,4,64,dnc,16,765.2208
large,50000,16,1000000,100000,1,par_close,0,64,dnc,16,50.3185
large,50000,16,1000000,100000,1,par_close,1,64,dnc,16,44.9115
large,50000,16,1000000,100000,1,par_close,2,64,dnc,16,43.5723
large,50000,16,1000000,100000,1,par_close,3,64,dnc,16,46.0654
large,50000,16,1000000,100000,1,par_close,4,64,dnc,16,45.4153
deep-s,1000,4,10000,2000,3,nelson_seq,0,64,dnc,16,3.0845
deep-s,1000,4,10000,2000,3,nelson_seq,1,64,dnc,16,3.0928
deep-s,1000,4,10000,2000,3,nelson_seq,2,64,dnc,16,3.1817
deep-s,1000,4,10000,2000,3,nelson_seq,3,64,dnc,16,3.1432
deep-s,1000,4,10000,2000,3,nelson_seq,4,64,dnc,16,3.3274
deep-s,1000,4,10000,2000,3,par_close,0,64,dnc,16,2.7329
deep-s,1000,4,10000,2000,3,par_close,1,64,dnc,16,2.9172
deep-s,1000,4,10000,2000,3,par_close,2,64,dnc,16,2.8593
deep-s,1000,4,10000,2000,3,par_close,3,64,dnc,16,2.8389
deep-s,1000,4,10000,2000,3,par_close,4,64,dnc,16,2.7847
deep-m,10000,8,200000,20000,3,nelson_seq,0,64,dnc,16,78.5741
deep-m,10000,8,200000,20000,3,nelson_seq,1,64,dnc,16,79.1914
deep-m,10000,8,200000,20000,3,nelson_seq,2,64,dnc,16,81.9025
deep-m,10000,8,200000,20000,3,nelson_seq,3,64,dnc,16,81.3222
deep-m,10000,8,200000,20000,3,nelson_seq,4,64,dnc,16,81.5816
deep-m,10000,8,200000,20000,3,par_close,0,64,dnc,16,36.6306
deep-m,10000,8,200000,20000,3,par_close,1,64,dnc,16,35.9610
deep-m,10000,8,200000,20000,3,par_close,2,64,dnc,16,37.2313
deep-m,10000,8,200000,20000,3,par_close,3,64,dnc,16,36.0014
deep-m,10000,8,200000,20000,3,par_close,4,64,dnc,16,35.8273
deep-l,50000,16,1000000,100000,3,nelson_seq,0,64,dnc,16,701.6353
deep-l,50000,16,1000000,100000,3,nelson_seq,1,64,dnc,16,691.0426
deep-l,50000,16,1000000,100000,3,nelson_seq,2,64,dnc,16,700.0641
deep-l,50000,16,1000000,100000,3,nelson_seq,3,64,dnc,16,713.6483
deep-l,50000,16,1000000,100000,3,nelson_seq,4,64,dnc,16,705.3222
deep-l,50000,16,1000000,100000,3,par_close,0,64,dnc,16,37.8088
deep-l,50000,16,1000000,100000,3,par_close,1,64,dnc,16,36.7904
deep-l,50000,16,1000000,100000,3,par_close,2,64,dnc,16,35.6444
deep-l,50000,16,1000000,100000,3,par_close,3,64,dnc,16,36.5508
deep-l,50000,16,1000000,100000,3,par_close,4,64,dnc,16,34.2602
small,1000,4,10000,2000,1,nelson_seq,0,128,dnc,16,5.3611
small,1000,4,10000,2000,1,nelson_seq,1,128,dnc,16,5.1874
small,1000,4,10000,2000,1,nelson_seq,2,128,dnc,16,5.2115
small,1000,4,10000,2000,1,nelson_seq,3,128,dnc,16,5.1305
small,1000,4,10000,2000,1,nelson_seq,4,128,dnc,16,5.1589
small,1000,4,10000,2000,1,par_close,0,128,dnc,16,6.9039
small,1000,4,10000,2000,1,par_close,1,128,dnc,16,8.0553
small,1000,4,10000,2000,1,par_close,2,128,dnc,16,5.6346
small,1000,4,10000,2000,1,par_close,3,128,dnc,16,5.8394
small,1000,4,10000,2000,1,par_close,4,128,dnc,16,5.6906
medium,10000,8,200000,20000,1,nelson_seq,0,128,dnc,16,82.5107
medium,10000,8,200000,20000,1,nelson_seq,1,128,dnc,16,81.5870
medium,10000,8,200000,20000,1,nelson_seq,2,128,dnc,16,82.5174
medium,10000,8,200000,20000,1,nelson_seq,3,128,dnc,16,80.9441
medium,10000,8,200000,20000,1,nelson_seq,4,128,dnc,16,84.4075
medium,10000,8,200000,20000,1,par_close,0,128,dnc,16,12.5660
medium,10000,8,200000,20000,1,par_close,1,128,dnc,16,11.5198
medium,10000,8,200000,20000,1,par_close,2,128,dnc,16,12.0284
medium,10000,8,200000,20000,1,par_close,3,128,dnc,16,11.1419
medium,10000,8,200000,20000,1,par_close,4,128,dnc,16,12.1820
large,50000,16,1000000,100000,1,nelson_seq,0,128,dnc,16,815.4745
large,50000,16,1000000,100000,1,nelson_seq,1,128,dnc,16,804.7298
large,50000,16,1000000,100000,1,nelson_seq,2,128,dnc,16,803.2206
large,50000,16,1000000,100000,1,nelson_seq,3,128,dnc,16,812.1557
large,50000,16,1000000,100000,1,nelson_seq,4,128,dnc,16,930.2287
large,50000,16,1000000,100000,1,par_close,0,128,dnc,16,48.4362
large,50000,16,1000000,100000,1,par_close,1,128,dnc,16,42.9683
large,50000,16,1000000,100000,1,par_close,2,128,dnc,16,44.8612
large,50000,16,1000000,100000,1,par_close,3,128,dnc,16,43.4535
large,50000,16,1000000,100000,1,par_close,4,128,dnc,16,40.8958
deep-s,1000,4,10000,2000,3,nelson_seq,0,128,dnc,16,3.4291
deep-s,1000,4,10000,2000,3,nelson_seq,1,128,dnc,16,3.4127
deep-s,1000,4,10000,2000,3,nelson_seq,2,128,dnc,16,3.4802
deep-s,1000,4,10000,2000,3,nelson_seq,3,128,dnc,16,3.4538
deep-s,1000,4,10000,2000,3,nelson_seq,4,128,dnc,16,3.6558
deep-s,1000,4,10000,2000,3,par_close,0,128,dnc,16,3.2935
deep-s,1000,4,10000,2000,3,par_close,1,128,dnc,16,3.1820
deep-s,1000,4,10000,2000,3,par_close,2,128,dnc,16,3.1879
deep-s,1000,4,10000,2000,3,par_close,3,128,dnc,16,3.1343
deep-s,1000,4,10000,2000,3,par_close,4,128,dnc,16,4.1141
deep-m,10000,8,200000,20000,3,nelson_seq,0,128,dnc,16,89.4313
deep-m,10000,8,200000,20000,3,nelson_seq,1,128,dnc,16,89.0710
deep-m,10000,8,200000,20000,3,nelson_seq,2,128,dnc,16,89.9610
deep-m,10000,8,200000,20000,3,nelson_seq,3,128,dnc,16,93.1079
deep-m,10000,8,200000,20000,3,nelson_seq,4,128,dnc,16,89.2472
deep-m,10000,8,200000,20000,3,par_close,0,128,dnc,16,37.6699
deep-m,10000,8,200000,20000,3,par_close,1,128,dnc,16,37.9488
deep-m,10000,8,200000,20000,3,par_close,2,128,dnc,16,38.0238
deep-m,10000,8,200000,20000,3,par_close,3,128,dnc,16,37.8016
deep-m,10000,8,200000,20000,3,par_close,4,128,dnc,16,37.8881
deep-l,50000,16,1000000,100000,3,nelson_seq,0,128,dnc,16,722.5445
deep-l,50000,16,1000000,100000,3,nelson_seq,1,128,dnc,16,713.8358
deep-l,50000,16,1000000,100000,3,nelson_seq,2,128,dnc,16,736.1734
deep-l,50000,16,1000000,100000,3,nelson_seq,3,128,dnc,16,729.8408
deep-l,50000,16,1000000,100000,3,nelson_seq,4,128,dnc,16,743.8583
deep-l,50000,16,1000000,100000,3,par_close,0,128,dnc,16,33.2384
deep-l,50000,16,1000000,100000,3,par_close,1,128,dnc,16,34.7463
deep-l,50000,16,1000000,100000,3,par_close,2,128,dnc,16,30.6955
deep-l,50000,16,1000000,100000,3,par_close,3,128,dnc,16,31.3386
deep-l,50000,16,1000000,100000,3,par_close,4,128,dnc,16,31.8150
small,1000,4,10000,2000,1,nelson_seq,0,144,dnc,16,6.0480
small,1000,4,10000,2000,1,nelson_seq,1,144,dnc,16,5.8980
small,1000,4,10000,2000,1,nelson_seq,2,144,dnc,16,5.8000
small,1000,4,10000,2000,1,nelson_seq,3,144,dnc,16,5.7460
small,1000,4,10000,2000,1,nelson_seq,4,144,dnc,16,5.7380
small,1000,4,10000,2000,1,par_close,0,144,dnc,16,6.8876
small,1000,4,10000,2000,1,par_close,1,144,dnc,16,6.4302
small,1000,4,10000,2000,1,par_close,2,144,dnc,16,7.0428
small,1000,4,10000,2000,1,par_close,3,144,dnc,16,6.0189
small,1000,4,10000,2000,1,par_close,4,144,dnc,16,5.5567
medium,10000,8,200000,20000,1,nelson_seq,0,144,dnc,16,116.1538
medium,10000,8,200000,20000,1,nelson_seq,1,144,dnc,16,120.3268
medium,10000,8,200000,20000,1,nelson_seq,2,144,dnc,16,115.9852
medium,10000,8,200000,20000,1,nelson_seq,3,144,dnc,16,103.6311
medium,10000,8,200000,20000,1,nelson_seq,4,144,dnc,16,100.1184
medium,10000,8,200000,20000,1,par_close,0,144,dnc,16,13.2936
medium,10000,8,200000,20000,1,par_close,1,144,dnc,16,12.9602
medium,10000,8,200000,20000,1,par_close,2,144,dnc,16,12.2804
medium,10000,8,200000,20000,1,par_close,3,144,dnc,16,12.2325
medium,10000,8,200000,20000,1,par_close,4,144,dnc,16,11.4639
large,50000,16,1000000,100000,1,nelson_seq,0,144,dnc,16,850.0574
large,50000,16,1000000,100000,1,nelson_seq,1,144,dnc,16,849.7536
large,50000,16,1000000,100000,1,nelson_seq,2,144,dnc,16,862.6136
large,50000,16,1000000,100000,1,nelson_seq,3,144,dnc,16,797.3548
large,50000,16,1000000,100000,1,nelson_seq,4,144,dnc,16,850.8964
large,50000,16,1000000,100000,1,par_close,0,144,dnc,16,50.8251
large,50000,16,1000000,100000,1,par_close,1,144,dnc,16,44.9378
large,50000,16,1000000,100000,1,par_close,2,144,dnc,16,43.9250
large,50000,16,1000000,100000,1,par_close,3,144,dnc,16,43.9344
large,50000,16,1000000,100000,1,par_close,4,144,dnc,16,42.6993
deep-s,1000,4,10000,2000,3,nelson_seq,0,144,dnc,16,4.3710
deep-s,1000,4,10000,2000,3,nelson_seq,1,144,dnc,16,4.3496
deep-s,1000,4,10000,2000,3,nelson_seq,2,144,dnc,16,4.3450
deep-s,1000,4,10000,2000,3,nelson_seq,3,144,dnc,16,4.3530
deep-s,1000,4,10000,2000,3,nelson_seq,4,144,dnc,16,4.3688
deep-s,1000,4,10000,2000,3,par_close,0,144,dnc,16,3.4152
deep-s,1000,4,10000,2000,3,par_close,1,144,dnc,16,3.3482
deep-s,1000,4,10000,2000,3,par_close,2,144,dnc,16,3.6079
deep-s,1000,4,10000,2000,3,par_close,3,144,dnc,16,3.5404
deep-s,1000,4,10000,2000,3,par_close,4,144,dnc,16,3.4446
deep-m,10000,8,200000,20000,3,nelson_seq,0,144,dnc,16,93.2600
deep-m,10000,8,200000,20000,3,nelson_seq,1,144,dnc,16,93.4165
deep-m,10000,8,200000,20000,3,nelson_seq,2,144,dnc,16,94.8106
deep-m,10000,8,200000,20000,3,nelson_seq,3,144,dnc,16,93.7116
deep-m,10000,8,200000,20000,3,nelson_seq,4,144,dnc,16,92.8410
deep-m,10000,8,200000,20000,3,par_close,0,144,dnc,16,38.7409
deep-m,10000,8,200000,20000,3,par_close,1,144,dnc,16,38.4212
deep-m,10000,8,200000,20000,3,par_close,2,144,dnc,16,40.5859
deep-m,10000,8,200000,20000,3,par_close,3,144,dnc,16,38.2080
deep-m,10000,8,200000,20000,3,par_close,4,144,dnc,16,37.8929
deep-l,50000,16,1000000,100000,3,nelson_seq,0,144,dnc,16,736.3364
deep-l,50000,16,1000000,100000,3,nelson_seq,1,144,dnc,16,724.4718
deep-l,50000,16,1000000,100000,3,nelson_seq,2,144,dnc,16,971.1040
deep-l,50000,16,1000000,100000,3,nelson_seq,3,144,dnc,16,959.9760
deep-l,50000,16,1000000,100000,3,nelson_seq,4,144,dnc,16,942.4242
deep-l,50000,16,1000000,100000,3,par_close,0,144,dnc,16,37.2309
deep-l,50000,16,1000000,100000,3,par_close,1,144,dnc,16,32.7697
deep-l,50000,16,1000000,100000,3,par_close,2,144,dnc,16,29.7882
deep-l,50000,16,1000000,100000,3,par_close,3,144,dnc,16,31.1752
deep-l,50000,16,1000000,100000,3,par_close,4,144,dnc,16,30.1667
