[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s163-ands-opt.gates ...
  literals=5133510  NOT=2412539  gates=6042399  total_classes=13588448  read=0.077s parse=0.065s build=0.233s
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 97.522ms frontier= 15.890ms semisort= 39.132ms (keyed=18.020ms group_by=  0.983ms per_group= 2.560ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.401ms frontier=  0.072ms semisort=  1.033ms (keyed= 0.019ms group_by=  0.756ms per_group= 0.116ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.341ms frontier=  0.066ms semisort=  0.394ms (keyed= 0.012ms group_by=  0.239ms per_group= 0.067ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.037ms frontier=  0.010ms semisort=  0.113ms (keyed= 0.003ms group_by=  0.036ms per_group= 0.032ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.043ms frontier=  0.008ms semisort=  0.166ms (keyed= 0.005ms group_by=  0.092ms per_group= 0.030ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.021ms frontier=  0.005ms semisort=  0.166ms (keyed= 0.002ms group_by=  0.097ms per_group= 0.022ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.016ms frontier=  0.003ms semisort=  0.025ms (keyed= 0.001ms group_by=  0.004ms per_group= 0.009ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.017ms frontier=  0.002ms semisort=  0.021ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.009ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.017ms frontier=  0.002ms semisort=  0.014ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.023ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.016ms frontier=  0.002ms semisort=  0.008ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.008ms frontier=  0.001ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.005ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.004ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  3.484ms semisort= 10.782ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.991ms semisort=  0.871ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.732ms semisort=  2.822ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.590ms semisort=  0.769ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.407ms semisort=  0.408ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.336ms semisort=  0.344ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.263ms semisort=  0.150ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.272ms semisort=  0.066ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.184ms semisort=  0.128ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.180ms semisort=  0.061ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.205ms semisort=  0.022ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.145ms semisort=  0.025ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.122ms semisort=  0.020ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.125ms semisort=  0.018ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.108ms semisort=  0.014ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.084ms semisort=  0.013ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.105ms semisort=  0.011ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.095ms semisort=  0.015ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.103ms semisort=  0.007ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  2.076ms semisort=  0.009ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.063ms semisort=  0.009ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.063ms semisort=  0.010ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.036ms semisort=  0.008ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.068ms semisort=  0.007ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  2.048ms semisort=  0.008ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.055ms semisort=  0.008ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.050ms semisort=  0.008ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.053ms semisort=  0.009ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  2.043ms semisort=  0.008ms
[pe-async] round= 29 R=31 dirty=        0 filter=  2.044ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.630ms semisort= 11.136ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  3.114ms semisort=  0.880ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.736ms semisort=  2.848ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.676ms semisort=  0.708ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.510ms semisort=  0.405ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.390ms semisort=  0.315ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.314ms semisort=  0.138ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.336ms semisort=  0.082ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.261ms semisort=  0.148ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.287ms semisort=  0.052ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.218ms semisort=  0.022ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.214ms semisort=  0.016ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.159ms semisort=  0.016ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.158ms semisort=  0.013ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.153ms semisort=  0.011ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.179ms semisort=  0.011ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.172ms semisort=  0.009ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.140ms semisort=  0.008ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.140ms semisort=  0.007ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  2.112ms semisort=  0.007ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.093ms semisort=  0.006ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.121ms semisort=  0.007ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.131ms semisort=  0.007ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.104ms semisort=  0.007ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  2.102ms semisort=  0.007ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.097ms semisort=  0.007ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.087ms semisort=  0.006ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.091ms semisort=  0.006ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  2.100ms semisort=  0.006ms
[pe-async] round= 29 R=31 dirty=        0 filter=  2.082ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.653ms semisort=  9.026ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  3.032ms semisort=  0.930ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.802ms semisort=  2.360ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.613ms semisort=  0.733ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.445ms semisort=  0.389ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.358ms semisort=  0.319ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.324ms semisort=  0.134ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.268ms semisort=  0.070ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.274ms semisort=  0.133ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.295ms semisort=  0.047ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.218ms semisort=  0.022ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.214ms semisort=  0.015ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.198ms semisort=  0.017ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.169ms semisort=  0.014ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.146ms semisort=  0.013ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.190ms semisort=  0.011ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.134ms semisort=  0.010ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.134ms semisort=  0.008ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.149ms semisort=  0.007ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  2.168ms semisort=  0.007ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.174ms semisort=  0.007ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.115ms semisort=  0.007ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.126ms semisort=  0.006ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.127ms semisort=  0.006ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  2.138ms semisort=  0.007ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.122ms semisort=  0.007ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.101ms semisort=  0.005ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.099ms semisort=  0.006ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  2.095ms semisort=  0.007ms
[pe-async] round= 29 R=31 dirty=        0 filter=  2.073ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.691ms semisort= 10.183ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  3.050ms semisort=  0.889ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.770ms semisort=  2.342ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.590ms semisort=  0.714ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.499ms semisort=  0.420ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.403ms semisort=  0.310ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.335ms semisort=  0.128ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.280ms semisort=  0.078ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.282ms semisort=  0.138ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.280ms semisort=  0.049ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.245ms semisort=  0.022ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.221ms semisort=  0.020ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.186ms semisort=  0.016ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.210ms semisort=  0.013ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.186ms semisort=  0.011ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.196ms semisort=  0.011ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.196ms semisort=  0.008ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.164ms semisort=  0.008ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.164ms semisort=  0.006ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  2.169ms semisort=  0.008ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.152ms semisort=  0.006ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.119ms semisort=  0.007ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.143ms semisort=  0.007ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.119ms semisort=  0.007ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  2.133ms semisort=  0.007ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.095ms semisort=  0.006ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.101ms semisort=  0.006ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.096ms semisort=  0.006ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  2.121ms semisort=  0.006ms
[pe-async] round= 29 R=31 dirty=        0 filter=  2.121ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.625ms semisort= 10.693ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.983ms semisort=  0.895ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.703ms semisort=  2.337ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.542ms semisort=  0.718ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.428ms semisort=  0.413ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.321ms semisort=  0.316ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.247ms semisort=  0.128ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.253ms semisort=  0.086ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.189ms semisort=  0.158ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.207ms semisort=  0.049ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.184ms semisort=  0.026ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.154ms semisort=  0.014ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.174ms semisort=  0.013ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.112ms semisort=  0.013ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.131ms semisort=  0.012ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.104ms semisort=  0.011ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.117ms semisort=  0.008ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.126ms semisort=  0.008ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.122ms semisort=  0.007ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  2.089ms semisort=  0.008ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.089ms semisort=  0.007ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.057ms semisort=  0.007ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.095ms semisort=  0.006ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.079ms semisort=  0.006ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  2.063ms semisort=  0.007ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.109ms semisort=  0.006ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.064ms semisort=  0.006ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.094ms semisort=  0.007ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  2.110ms semisort=  0.007ms
[pe-async] round= 29 R=31 dirty=        0 filter=  2.081ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.641ms semisort= 10.803ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.972ms semisort=  0.880ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.688ms semisort=  2.427ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.576ms semisort=  0.742ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.428ms semisort=  0.420ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.308ms semisort=  0.322ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.274ms semisort=  0.122ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.234ms semisort=  0.077ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.202ms semisort=  0.138ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.218ms semisort=  0.045ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.171ms semisort=  0.028ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.175ms semisort=  0.014ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.139ms semisort=  0.015ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.150ms semisort=  0.012ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.159ms semisort=  0.011ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.108ms semisort=  0.010ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.101ms semisort=  0.009ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.117ms semisort=  0.007ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.073ms semisort=  0.007ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  2.102ms semisort=  0.008ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.072ms semisort=  0.007ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.139ms semisort=  0.008ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.078ms semisort=  0.007ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.105ms semisort=  0.006ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  2.049ms semisort=  0.007ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.059ms semisort=  0.008ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.090ms semisort=  0.006ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.057ms semisort=  0.006ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  2.049ms semisort=  0.007ms
[pe-async] round= 29 R=31 dirty=        0 filter=  2.047ms (clean break)
