[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s163-ands-opt.gates ...
  literals=5133510  NOT=2412539  gates=6042399  total_classes=13588448  read=0.078s parse=0.115s build=0.321s
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 92.105ms frontier= 16.088ms semisort= 33.783ms (keyed=18.677ms group_by=  1.010ms per_group= 2.327ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.399ms frontier=  0.097ms semisort=  0.334ms (keyed= 0.017ms group_by=  0.184ms per_group= 0.063ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.053ms frontier=  0.010ms semisort=  0.162ms (keyed= 0.003ms group_by=  0.044ms per_group= 0.042ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.096ms frontier=  0.008ms semisort=  0.233ms (keyed= 0.005ms group_by=  0.128ms per_group= 0.039ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.046ms frontier=  0.005ms semisort=  0.141ms (keyed= 0.003ms group_by=  0.060ms per_group= 0.035ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.025ms frontier=  0.003ms semisort=  0.029ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.008ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.021ms frontier=  0.003ms semisort=  0.029ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.007ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.031ms frontier=  0.002ms semisort=  0.013ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.023ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.021ms frontier=  0.002ms semisort=  0.009ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.003ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.019ms frontier=  0.002ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.010ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  3.058ms semisort= 11.563ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.610ms semisort=  0.956ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.204ms semisort=  3.132ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.045ms semisort=  0.808ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  1.952ms semisort=  0.435ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  1.861ms semisort=  0.367ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  1.835ms semisort=  0.184ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  1.779ms semisort=  0.094ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  1.817ms semisort=  0.133ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  1.809ms semisort=  0.073ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  1.801ms semisort=  0.025ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  1.871ms semisort=  0.029ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  1.876ms semisort=  0.022ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  1.800ms semisort=  0.019ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  1.961ms semisort=  0.014ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  1.716ms semisort=  0.021ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  1.865ms semisort=  0.010ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  1.803ms semisort=  0.008ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  1.794ms semisort=  0.008ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  1.811ms semisort=  0.008ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  1.831ms semisort=  0.008ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  1.756ms semisort=  0.017ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  1.812ms semisort=  0.008ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  1.961ms semisort=  0.021ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  1.742ms semisort=  0.009ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.085ms semisort=  0.008ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  1.700ms semisort=  0.007ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.216ms semisort=  0.008ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  1.819ms semisort=  0.008ms
[pe-async] round= 29 R=31 dirty=        0 filter=  1.982ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.078ms semisort= 11.171ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.503ms semisort=  0.963ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.167ms semisort=  2.918ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  1.986ms semisort=  0.765ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  1.873ms semisort=  0.451ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  1.769ms semisort=  0.370ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  1.789ms semisort=  0.184ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.000ms semisort=  0.107ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  1.749ms semisort=  0.211ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  1.868ms semisort=  0.075ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  1.766ms semisort=  0.024ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  1.939ms semisort=  0.021ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  1.937ms semisort=  0.019ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  1.752ms semisort=  0.021ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  1.849ms semisort=  0.014ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  1.832ms semisort=  0.013ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  1.857ms semisort=  0.012ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  1.797ms semisort=  0.010ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  1.822ms semisort=  0.008ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  1.879ms semisort=  0.008ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  1.780ms semisort=  0.009ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  1.766ms semisort=  0.009ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  1.739ms semisort=  0.008ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  1.754ms semisort=  0.008ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  1.778ms semisort=  0.009ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  1.793ms semisort=  0.008ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  1.954ms semisort=  0.008ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  1.743ms semisort=  0.007ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  1.844ms semisort=  0.008ms
[pe-async] round= 29 R=31 dirty=        0 filter=  1.708ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.205ms semisort= 11.014ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.571ms semisort=  0.903ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.222ms semisort=  2.873ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.052ms semisort=  0.797ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  1.890ms semisort=  0.440ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  1.812ms semisort=  0.369ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  1.774ms semisort=  0.181ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.050ms semisort=  0.092ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  1.795ms semisort=  0.119ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  1.846ms semisort=  0.095ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  1.871ms semisort=  0.024ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  1.824ms semisort=  0.022ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.037ms semisort=  0.019ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  1.869ms semisort=  0.025ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  1.829ms semisort=  0.027ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  1.807ms semisort=  0.013ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  1.909ms semisort=  0.011ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  1.695ms semisort=  0.008ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  1.753ms semisort=  0.007ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  1.828ms semisort=  0.008ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  1.986ms semisort=  0.008ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  1.873ms semisort=  0.008ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  1.897ms semisort=  0.008ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  1.852ms semisort=  0.008ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  1.787ms semisort=  0.009ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  1.833ms semisort=  0.008ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  1.830ms semisort=  0.009ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  1.744ms semisort=  0.008ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  1.765ms semisort=  0.008ms
[pe-async] round= 29 R=31 dirty=        0 filter=  1.917ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.300ms semisort= 11.548ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.983ms semisort=  0.914ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.365ms semisort=  3.077ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.179ms semisort=  0.838ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.035ms semisort=  0.459ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  1.924ms semisort=  0.363ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  1.858ms semisort=  0.181ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.061ms semisort=  0.101ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  1.841ms semisort=  0.150ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.081ms semisort=  0.075ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  1.820ms semisort=  0.027ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.064ms semisort=  0.032ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  1.802ms semisort=  0.019ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.031ms semisort=  0.018ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  1.779ms semisort=  0.014ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.017ms semisort=  0.013ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  1.759ms semisort=  0.011ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.109ms semisort=  0.009ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  1.740ms semisort=  0.009ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  1.808ms semisort=  0.010ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  1.899ms semisort=  0.007ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  1.823ms semisort=  0.009ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  1.827ms semisort=  0.008ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  1.843ms semisort=  0.008ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  1.692ms semisort=  0.007ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  1.773ms semisort=  0.024ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  1.846ms semisort=  0.009ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  1.852ms semisort=  0.008ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  1.716ms semisort=  0.009ms
[pe-async] round= 29 R=31 dirty=        0 filter=  1.821ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.158ms semisort= 10.890ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.573ms semisort=  0.988ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.199ms semisort=  2.912ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.003ms semisort=  0.772ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  1.856ms semisort=  0.465ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  1.810ms semisort=  0.399ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  1.738ms semisort=  0.180ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  1.795ms semisort=  0.106ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  1.830ms semisort=  0.129ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  1.778ms semisort=  0.070ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  1.777ms semisort=  0.025ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  1.901ms semisort=  0.035ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  1.749ms semisort=  0.022ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  1.771ms semisort=  0.020ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  1.808ms semisort=  0.029ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  1.878ms semisort=  0.013ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  1.861ms semisort=  0.010ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  1.822ms semisort=  0.022ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  1.815ms semisort=  0.008ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  1.818ms semisort=  0.008ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  1.737ms semisort=  0.009ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  1.781ms semisort=  0.008ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  1.881ms semisort=  0.009ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  1.757ms semisort=  0.008ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  1.883ms semisort=  0.008ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  1.797ms semisort=  0.009ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  1.829ms semisort=  0.008ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  1.745ms semisort=  0.008ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  1.811ms semisort=  0.008ms
[pe-async] round= 29 R=31 dirty=        0 filter=  1.815ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.218ms semisort= 11.392ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.893ms semisort=  0.882ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.278ms semisort=  2.869ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.126ms semisort=  0.768ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.005ms semisort=  0.439ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  1.888ms semisort=  0.382ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  1.813ms semisort=  0.188ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.064ms semisort=  0.102ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  1.806ms semisort=  0.156ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.049ms semisort=  0.071ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  1.761ms semisort=  0.024ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.041ms semisort=  0.023ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  1.778ms semisort=  0.039ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.014ms semisort=  0.018ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  1.791ms semisort=  0.014ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.129ms semisort=  0.013ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  1.755ms semisort=  0.031ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.033ms semisort=  0.009ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  1.756ms semisort=  0.008ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  1.904ms semisort=  0.009ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  1.729ms semisort=  0.009ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  1.804ms semisort=  0.009ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  1.852ms semisort=  0.009ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  1.758ms semisort=  0.008ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  1.750ms semisort=  0.009ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  1.837ms semisort=  0.009ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  1.829ms semisort=  0.009ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  1.781ms semisort=  0.008ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  1.755ms semisort=  0.008ms
[pe-async] round= 29 R=31 dirty=        0 filter=  1.746ms (clean break)
