[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s114-xits-opt.gates ...
  literals=3211512  NOT=1061874  gates=4390625  total_classes=8664011  read=0.053s parse=0.042s build=0.135s
[pe] round=  0 work=  8509525 frontier=  5063084 next=    59086 consolidate=104.590ms frontier= 17.070ms semisort= 32.877ms (keyed= 6.876ms group_by=  0.884ms per_group= 3.314ms)
[pe] round= 48 work=        2 frontier=        4 next=        2 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 49 work=        2 frontier=       20 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 50 work=        2 frontier=        4 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 51 work=        2 (tail-skip: all parents empty)
[pe] round=  0 work=  8509525 frontier=  5063084 next=    59086 consolidate=110.884ms frontier= 15.075ms semisort= 32.893ms (keyed= 6.623ms group_by=  0.899ms per_group= 3.383ms)
[pe] round=  1 work=    59086 frontier=   551494 next=    13151 consolidate=  3.810ms frontier=  1.570ms semisort=  4.078ms (keyed= 0.957ms group_by=  0.147ms per_group= 0.623ms)
[pe] round=  2 work=    13151 frontier=   120430 next=    10937 consolidate=  0.744ms frontier=  0.137ms semisort=  2.436ms (keyed= 0.029ms group_by=  1.390ms per_group= 0.397ms)
[pe] round=  3 work=    10937 frontier=    64865 next=     7757 consolidate=  0.707ms frontier=  0.123ms semisort=  1.479ms (keyed= 0.035ms group_by=  0.780ms per_group= 0.267ms)
[pe] round=  4 work=     7757 frontier=    25747 next=     3790 consolidate=  1.384ms frontier=  0.229ms semisort=  0.725ms (keyed= 0.015ms group_by=  0.284ms per_group= 0.157ms)
[pe] round=  5 work=     3790 frontier=    12633 next=     1812 consolidate=  0.829ms frontier=  0.112ms semisort=  0.392ms (keyed= 0.013ms group_by=  0.102ms per_group= 0.109ms)
[pe] round=  6 work=     1812 frontier=     6864 next=      994 consolidate=  0.380ms frontier=  0.080ms semisort=  0.671ms (keyed= 0.012ms group_by=  0.452ms per_group= 0.094ms)
[pe] round=  7 work=      994 frontier=     3763 next=      546 consolidate=  0.249ms frontier=  0.041ms semisort=  0.377ms (keyed= 0.008ms group_by=  0.220ms per_group= 0.055ms)
[pe] round=  8 work=      546 frontier=     2568 next=      361 consolidate=  0.157ms frontier=  0.023ms semisort=  0.360ms (keyed= 0.006ms group_by=  0.212ms per_group= 0.057ms)
[pe] round=  9 work=      361 frontier=     1974 next=      271 consolidate=  0.086ms frontier=  0.019ms semisort=  0.282ms (keyed= 0.007ms group_by=  0.148ms per_group= 0.044ms)
[pe] round= 10 work=      271 frontier=      934 next=      119 consolidate=  0.072ms frontier=  0.016ms semisort=  0.126ms (keyed= 0.003ms group_by=  0.059ms per_group= 0.025ms)
[pe] round= 11 work=      119 frontier=      539 next=       96 consolidate=  0.057ms frontier=  0.007ms semisort=  0.108ms (keyed= 0.002ms group_by=  0.034ms per_group= 0.050ms)
[pe] round= 12 work=       96 frontier=      455 next=       75 consolidate=  0.070ms frontier=  0.006ms semisort=  0.078ms (keyed= 0.002ms group_by=  0.015ms per_group= 0.041ms)
[pe] round= 13 work=       75 frontier=      522 next=       87 consolidate=  0.023ms frontier=  0.006ms semisort=  0.092ms (keyed= 0.002ms group_by=  0.018ms per_group= 0.046ms)
[pe] round= 14 work=       87 frontier=      349 next=       67 consolidate=  0.031ms frontier=  0.007ms semisort=  0.054ms (keyed= 0.001ms group_by=  0.011ms per_group= 0.017ms)
[pe] round= 15 work=       67 frontier=      315 next=       56 consolidate=  0.026ms frontier=  0.005ms semisort=  0.050ms (keyed= 0.001ms group_by=  0.013ms per_group= 0.013ms)
[pe] round= 16 work=       56 frontier=      294 next=       48 consolidate=  0.034ms frontier=  0.004ms semisort=  0.049ms (keyed= 0.001ms group_by=  0.013ms per_group= 0.014ms)
[pe] round= 17 work=       48 frontier=      546 next=      104 consolidate=  0.033ms frontier=  0.004ms semisort=  0.103ms (keyed= 0.002ms group_by=  0.032ms per_group= 0.046ms)
[pe] round= 18 work=      104 frontier=     1028 next=       86 consolidate=  0.032ms frontier=  0.007ms semisort=  0.104ms (keyed= 0.003ms group_by=  0.044ms per_group= 0.022ms)
[pe] round= 19 work=       86 frontier=      674 next=       34 consolidate=  0.033ms frontier=  0.006ms semisort=  0.075ms (keyed= 0.002ms group_by=  0.028ms per_group= 0.024ms)
[pe] round= 20 work=       34 frontier=      184 next=       31 consolidate=  0.018ms frontier=  0.004ms semisort=  0.035ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.012ms)
[pe] round= 21 work=       31 frontier=      202 next=       27 consolidate=  0.025ms frontier=  0.003ms semisort=  0.038ms (keyed= 0.001ms group_by=  0.007ms per_group= 0.012ms)
[pe] round= 22 work=       27 frontier=      161 next=       25 consolidate=  0.017ms frontier=  0.003ms semisort=  0.035ms (keyed= 0.001ms group_by=  0.008ms per_group= 0.011ms)
[pe] round= 23 work=       25 frontier=      155 next=       25 consolidate=  0.015ms frontier=  0.003ms semisort=  0.032ms (keyed= 0.001ms group_by=  0.006ms per_group= 0.010ms)
[pe] round= 24 work=       25 frontier=      150 next=       25 consolidate=  0.023ms frontier=  0.002ms semisort=  0.031ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.012ms)
[pe] round= 25 work=       25 frontier=      182 next=       25 consolidate=  0.016ms frontier=  0.003ms semisort=  0.032ms (keyed= 0.001ms group_by=  0.006ms per_group= 0.012ms)
[pe] round= 26 work=       25 frontier=      152 next=       23 consolidate=  0.019ms frontier=  0.002ms semisort=  0.030ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.011ms)
[pe] round= 27 work=       23 frontier=      139 next=       21 consolidate=  0.017ms frontier=  0.003ms semisort=  0.029ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.010ms)
[pe] round= 28 work=       21 frontier=      127 next=       21 consolidate=  0.014ms frontier=  0.003ms semisort=  0.028ms (keyed= 0.001ms group_by=  0.004ms per_group= 0.010ms)
[pe] round= 29 work=       21 frontier=      126 next=       16 consolidate=  0.015ms frontier=  0.003ms semisort=  0.026ms (keyed= 0.001ms group_by=  0.004ms per_group= 0.009ms)
[pe] round= 30 work=       16 frontier=       86 next=       14 consolidate=  0.013ms frontier=  0.002ms semisort=  0.024ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.008ms)
[pe] round= 31 work=       14 frontier=       85 next=       14 consolidate=  0.011ms frontier=  0.002ms semisort=  0.022ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.008ms)
[pe] round= 32 work=       14 frontier=       77 next=       14 consolidate=  0.012ms frontier=  0.002ms semisort=  0.023ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.008ms)
[pe] round= 33 work=       14 frontier=      106 next=       12 consolidate=  0.016ms frontier=  0.002ms semisort=  0.023ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.008ms)
[pe] round= 34 work=       12 frontier=       67 next=       10 consolidate=  0.011ms frontier=  0.002ms semisort=  0.017ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.005ms)
[pe] round= 35 work=       10 frontier=       54 next=        6 consolidate=  0.010ms frontier=  0.002ms semisort=  0.016ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.006ms)
[pe] round= 36 work=        6 frontier=       23 next=        4 consolidate=  0.008ms frontier=  0.001ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 37 work=        4 frontier=       41 next=        4 consolidate=  0.006ms frontier=  0.001ms semisort=  0.013ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 38 work=        4 frontier=       24 next=        5 consolidate=  0.005ms frontier=  0.001ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 39 work=        5 frontier=       13 next=        3 consolidate=  0.007ms frontier=  0.001ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 40 work=        3 frontier=        4 next=        2 consolidate=  0.004ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 41 work=        2 frontier=       26 next=        2 consolidate=  0.003ms frontier=  0.001ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 42 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 43 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 44 work=        2 frontier=        4 next=        2 consolidate=  0.002ms frontier=  0.000ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 45 work=        2 frontier=       26 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 46 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.008ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.005ms)
[pe] round= 47 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 48 work=        2 frontier=        4 next=        2 consolidate=  0.002ms frontier=  0.000ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 49 work=        2 frontier=       20 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 50 work=        2 frontier=        4 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 51 work=        2 (tail-skip: all parents empty)
[pe] round=  0 work=  8509525 frontier=  5063084 next=    59086 consolidate=112.949ms frontier= 15.871ms semisort= 31.708ms (keyed= 5.663ms group_by=  0.861ms per_group= 3.409ms)
[pe] round=  1 work=    59086 frontier=   551494 next=    13151 consolidate=  3.827ms frontier=  1.593ms semisort=  4.210ms (keyed= 1.079ms group_by=  0.155ms per_group= 0.622ms)
[pe] round=  2 work=    13151 frontier=   120430 next=    10937 consolidate=  0.772ms frontier=  0.134ms semisort=  2.422ms (keyed= 0.028ms group_by=  1.361ms per_group= 0.408ms)
[pe] round=  3 work=    10937 frontier=    64865 next=     7757 consolidate=  0.797ms frontier=  0.122ms semisort=  1.429ms (keyed= 0.105ms group_by=  0.640ms per_group= 0.280ms)
[pe] round=  4 work=     7757 frontier=    25747 next=     3790 consolidate=  1.421ms frontier=  0.231ms semisort=  0.737ms (keyed= 0.013ms group_by=  0.295ms per_group= 0.161ms)
[pe] round=  5 work=     3790 frontier=    12633 next=     1812 consolidate=  0.814ms frontier=  0.116ms semisort=  0.382ms (keyed= 0.012ms group_by=  0.094ms per_group= 0.102ms)
[pe] round=  6 work=     1812 frontier=     6864 next=      994 consolidate=  0.372ms frontier=  0.084ms semisort=  0.707ms (keyed= 0.013ms group_by=  0.488ms per_group= 0.109ms)
[pe] round=  7 work=      994 frontier=     3763 next=      546 consolidate=  0.270ms frontier=  0.034ms semisort=  0.412ms (keyed= 0.009ms group_by=  0.251ms per_group= 0.047ms)
[pe] round=  8 work=      546 frontier=     2568 next=      361 consolidate=  0.170ms frontier=  0.028ms semisort=  0.466ms (keyed= 0.007ms group_by=  0.257ms per_group= 0.094ms)
[pe] round=  9 work=      361 frontier=     1974 next=      271 consolidate=  0.095ms frontier=  0.019ms semisort=  0.292ms (keyed= 0.006ms group_by=  0.135ms per_group= 0.048ms)
[pe] round= 10 work=      271 frontier=      934 next=      119 consolidate=  0.079ms frontier=  0.015ms semisort=  0.130ms (keyed= 0.003ms group_by=  0.056ms per_group= 0.034ms)
[pe] round= 11 work=      119 frontier=      539 next=       96 consolidate=  0.041ms frontier=  0.008ms semisort=  0.090ms (keyed= 0.002ms group_by=  0.026ms per_group= 0.037ms)
[pe] round= 12 work=       96 frontier=      455 next=       75 consolidate=  0.031ms frontier=  0.006ms semisort=  0.077ms (keyed= 0.001ms group_by=  0.022ms per_group= 0.032ms)
[pe] round= 13 work=       75 frontier=      522 next=       87 consolidate=  0.026ms frontier=  0.006ms semisort=  0.080ms (keyed= 0.002ms group_by=  0.023ms per_group= 0.027ms)
[pe] round= 14 work=       87 frontier=      349 next=       67 consolidate=  0.031ms frontier=  0.007ms semisort=  0.060ms (keyed= 0.001ms group_by=  0.013ms per_group= 0.023ms)
[pe] round= 15 work=       67 frontier=      315 next=       56 consolidate=  0.024ms frontier=  0.005ms semisort=  0.057ms (keyed= 0.001ms group_by=  0.014ms per_group= 0.020ms)
[pe] round= 16 work=       56 frontier=      294 next=       48 consolidate=  0.031ms frontier=  0.004ms semisort=  0.056ms (keyed= 0.001ms group_by=  0.011ms per_group= 0.022ms)
[pe] round= 17 work=       48 frontier=      546 next=      104 consolidate=  0.032ms frontier=  0.004ms semisort=  0.075ms (keyed= 0.002ms group_by=  0.023ms per_group= 0.027ms)
[pe] round= 18 work=      104 frontier=     1028 next=       86 consolidate=  0.035ms frontier=  0.007ms semisort=  0.133ms (keyed= 0.003ms group_by=  0.047ms per_group= 0.050ms)
[pe] round= 19 work=       86 frontier=      674 next=       34 consolidate=  0.064ms frontier=  0.005ms semisort=  0.067ms (keyed= 0.002ms group_by=  0.019ms per_group= 0.025ms)
[pe] round= 20 work=       34 frontier=      184 next=       31 consolidate=  0.019ms frontier=  0.004ms semisort=  0.039ms (keyed= 0.001ms group_by=  0.006ms per_group= 0.015ms)
[pe] round= 21 work=       31 frontier=      202 next=       27 consolidate=  0.035ms frontier=  0.002ms semisort=  0.040ms (keyed= 0.001ms group_by=  0.007ms per_group= 0.013ms)
[pe] round= 22 work=       27 frontier=      161 next=       25 consolidate=  0.029ms frontier=  0.002ms semisort=  0.041ms (keyed= 0.000ms group_by=  0.008ms per_group= 0.011ms)
[pe] round= 23 work=       25 frontier=      155 next=       25 consolidate=  0.018ms frontier=  0.003ms semisort=  0.031ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.010ms)
[pe] round= 24 work=       25 frontier=      150 next=       25 consolidate=  0.018ms frontier=  0.003ms semisort=  0.032ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.013ms)
[pe] round= 25 work=       25 frontier=      182 next=       25 consolidate=  0.014ms frontier=  0.003ms semisort=  0.034ms (keyed= 0.001ms group_by=  0.006ms per_group= 0.012ms)
[pe] round= 26 work=       25 frontier=      152 next=       23 consolidate=  0.017ms frontier=  0.003ms semisort=  0.030ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.012ms)
[pe] round= 27 work=       23 frontier=      139 next=       21 consolidate=  0.021ms frontier=  0.002ms semisort=  0.027ms (keyed= 0.001ms group_by=  0.004ms per_group= 0.009ms)
[pe] round= 28 work=       21 frontier=      127 next=       21 consolidate=  0.016ms frontier=  0.003ms semisort=  0.029ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.010ms)
[pe] round= 29 work=       21 frontier=      126 next=       16 consolidate=  0.016ms frontier=  0.003ms semisort=  0.026ms (keyed= 0.001ms group_by=  0.004ms per_group= 0.010ms)
[pe] round= 30 work=       16 frontier=       86 next=       14 consolidate=  0.013ms frontier=  0.002ms semisort=  0.023ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.009ms)
[pe] round= 31 work=       14 frontier=       85 next=       14 consolidate=  0.011ms frontier=  0.002ms semisort=  0.023ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.008ms)
[pe] round= 32 work=       14 frontier=       77 next=       14 consolidate=  0.013ms frontier=  0.002ms semisort=  0.020ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.007ms)
[pe] round= 33 work=       14 frontier=      106 next=       12 consolidate=  0.017ms frontier=  0.002ms semisort=  0.026ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.009ms)
[pe] round= 34 work=       12 frontier=       67 next=       10 consolidate=  0.012ms frontier=  0.002ms semisort=  0.022ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.008ms)
[pe] round= 35 work=       10 frontier=       54 next=        6 consolidate=  0.011ms frontier=  0.002ms semisort=  0.016ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.007ms)
[pe] round= 36 work=        6 frontier=       23 next=        4 consolidate=  0.008ms frontier=  0.001ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 37 work=        4 frontier=       41 next=        4 consolidate=  0.006ms frontier=  0.001ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 38 work=        4 frontier=       24 next=        5 consolidate=  0.005ms frontier=  0.001ms semisort=  0.008ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 39 work=        5 frontier=       13 next=        3 consolidate=  0.007ms frontier=  0.001ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 40 work=        3 frontier=        4 next=        2 consolidate=  0.004ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 41 work=        2 frontier=       26 next=        2 consolidate=  0.003ms frontier=  0.001ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 42 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 43 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 44 work=        2 frontier=        4 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 45 work=        2 frontier=       26 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 46 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 47 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 48 work=        2 frontier=        4 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 49 work=        2 frontier=       20 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 50 work=        2 frontier=        4 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 51 work=        2 (tail-skip: all parents empty)
[pe] round=  0 work=  8509525 frontier=  5063084 next=    59086 consolidate=114.251ms frontier= 15.240ms semisort= 32.149ms (keyed= 6.157ms group_by=  0.848ms per_group= 3.426ms)
[pe] round=  1 work=    59086 frontier=   551494 next=    13151 consolidate=  3.707ms frontier=  1.723ms semisort=  4.213ms (keyed= 1.062ms group_by=  0.154ms per_group= 0.632ms)
[pe] round=  2 work=    13151 frontier=   120430 next=    10937 consolidate=  0.757ms frontier=  0.146ms semisort=  2.385ms (keyed= 0.029ms group_by=  1.326ms per_group= 0.399ms)
[pe] round=  3 work=    10937 frontier=    64865 next=     7757 consolidate=  0.752ms frontier=  0.125ms semisort=  1.370ms (keyed= 0.036ms group_by=  0.644ms per_group= 0.288ms)
[pe] round=  4 work=     7757 frontier=    25747 next=     3790 consolidate=  1.441ms frontier=  0.177ms semisort=  0.882ms (keyed= 0.018ms group_by=  0.448ms per_group= 0.157ms)
[pe] round=  5 work=     3790 frontier=    12633 next=     1812 consolidate=  0.805ms frontier=  0.114ms semisort=  0.384ms (keyed= 0.013ms group_by=  0.097ms per_group= 0.098ms)
[pe] round=  6 work=     1812 frontier=     6864 next=      994 consolidate=  0.415ms frontier=  0.075ms semisort=  0.723ms (keyed= 0.013ms group_by=  0.524ms per_group= 0.076ms)
[pe] round=  7 work=      994 frontier=     3763 next=      546 consolidate=  0.238ms frontier=  0.059ms semisort=  0.384ms (keyed= 0.009ms group_by=  0.246ms per_group= 0.045ms)
[pe] round=  8 work=      546 frontier=     2568 next=      361 consolidate=  0.166ms frontier=  0.024ms semisort=  0.373ms (keyed= 0.006ms group_by=  0.225ms per_group= 0.043ms)
[pe] round=  9 work=      361 frontier=     1974 next=      271 consolidate=  0.121ms frontier=  0.019ms semisort=  0.291ms (keyed= 0.004ms group_by=  0.140ms per_group= 0.043ms)
[pe] round= 10 work=      271 frontier=      934 next=      119 consolidate=  0.062ms frontier=  0.016ms semisort=  0.139ms (keyed= 0.002ms group_by=  0.058ms per_group= 0.038ms)
[pe] round= 11 work=      119 frontier=      539 next=       96 consolidate=  0.036ms frontier=  0.008ms semisort=  0.084ms (keyed= 0.001ms group_by=  0.021ms per_group= 0.031ms)
[pe] round= 12 work=       96 frontier=      455 next=       75 consolidate=  0.032ms frontier=  0.007ms semisort=  0.061ms (keyed= 0.001ms group_by=  0.015ms per_group= 0.019ms)
[pe] round= 13 work=       75 frontier=      522 next=       87 consolidate=  0.039ms frontier=  0.006ms semisort=  0.087ms (keyed= 0.002ms group_by=  0.029ms per_group= 0.033ms)
[pe] round= 14 work=       87 frontier=      349 next=       67 consolidate=  0.030ms frontier=  0.006ms semisort=  0.057ms (keyed= 0.001ms group_by=  0.017ms per_group= 0.017ms)
[pe] round= 15 work=       67 frontier=      315 next=       56 consolidate=  0.039ms frontier=  0.005ms semisort=  0.050ms (keyed= 0.001ms group_by=  0.013ms per_group= 0.015ms)
[pe] round= 16 work=       56 frontier=      294 next=       48 consolidate=  0.042ms frontier=  0.004ms semisort=  0.047ms (keyed= 0.001ms group_by=  0.010ms per_group= 0.016ms)
[pe] round= 17 work=       48 frontier=      546 next=      104 consolidate=  0.038ms frontier=  0.003ms semisort=  0.096ms (keyed= 0.002ms group_by=  0.025ms per_group= 0.044ms)
[pe] round= 18 work=      104 frontier=     1028 next=       86 consolidate=  0.031ms frontier=  0.007ms semisort=  0.133ms (keyed= 0.003ms group_by=  0.044ms per_group= 0.055ms)
[pe] round= 19 work=       86 frontier=      674 next=       34 consolidate=  0.068ms frontier=  0.005ms semisort=  0.064ms (keyed= 0.002ms group_by=  0.017ms per_group= 0.024ms)
[pe] round= 20 work=       34 frontier=      184 next=       31 consolidate=  0.022ms frontier=  0.003ms semisort=  0.041ms (keyed= 0.001ms group_by=  0.006ms per_group= 0.013ms)
[pe] round= 21 work=       31 frontier=      202 next=       27 consolidate=  0.035ms frontier=  0.002ms semisort=  0.038ms (keyed= 0.001ms group_by=  0.006ms per_group= 0.014ms)
[pe] round= 22 work=       27 frontier=      161 next=       25 consolidate=  0.018ms frontier=  0.003ms semisort=  0.040ms (keyed= 0.001ms group_by=  0.008ms per_group= 0.017ms)
[pe] round= 23 work=       25 frontier=      155 next=       25 consolidate=  0.019ms frontier=  0.003ms semisort=  0.033ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.012ms)
[pe] round= 24 work=       25 frontier=      150 next=       25 consolidate=  0.019ms frontier=  0.002ms semisort=  0.038ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.018ms)
[pe] round= 25 work=       25 frontier=      182 next=       25 consolidate=  0.018ms frontier=  0.003ms semisort=  0.034ms (keyed= 0.001ms group_by=  0.006ms per_group= 0.012ms)
[pe] round= 26 work=       25 frontier=      152 next=       23 consolidate=  0.018ms frontier=  0.003ms semisort=  0.031ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.011ms)
[pe] round= 27 work=       23 frontier=      139 next=       21 consolidate=  0.021ms frontier=  0.002ms semisort=  0.030ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.011ms)
[pe] round= 28 work=       21 frontier=      127 next=       21 consolidate=  0.016ms frontier=  0.002ms semisort=  0.027ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.010ms)
[pe] round= 29 work=       21 frontier=      126 next=       16 consolidate=  0.015ms frontier=  0.003ms semisort=  0.028ms (keyed= 0.001ms group_by=  0.004ms per_group= 0.010ms)
[pe] round= 30 work=       16 frontier=       86 next=       14 consolidate=  0.012ms frontier=  0.003ms semisort=  0.021ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.008ms)
[pe] round= 31 work=       14 frontier=       85 next=       14 consolidate=  0.013ms frontier=  0.002ms semisort=  0.024ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.008ms)
[pe] round= 32 work=       14 frontier=       77 next=       14 consolidate=  0.012ms frontier=  0.002ms semisort=  0.022ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.008ms)
[pe] round= 33 work=       14 frontier=      106 next=       12 consolidate=  0.012ms frontier=  0.002ms semisort=  0.024ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.009ms)
[pe] round= 34 work=       12 frontier=       67 next=       10 consolidate=  0.012ms frontier=  0.002ms semisort=  0.021ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.008ms)
[pe] round= 35 work=       10 frontier=       54 next=        6 consolidate=  0.010ms frontier=  0.002ms semisort=  0.016ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.006ms)
[pe] round= 36 work=        6 frontier=       23 next=        4 consolidate=  0.009ms frontier=  0.001ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 37 work=        4 frontier=       41 next=        4 consolidate=  0.006ms frontier=  0.002ms semisort=  0.011ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.003ms)
[pe] round= 38 work=        4 frontier=       24 next=        5 consolidate=  0.006ms frontier=  0.001ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 39 work=        5 frontier=       13 next=        3 consolidate=  0.005ms frontier=  0.001ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 40 work=        3 frontier=        4 next=        2 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 41 work=        2 frontier=       26 next=        2 consolidate=  0.003ms frontier=  0.001ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 42 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 43 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 44 work=        2 frontier=        4 next=        2 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 45 work=        2 frontier=       26 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
