[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s163-ands-opt.gates ...
  literals=5133510  NOT=2412539  gates=6042399  total_classes=13588448  read=0.081s parse=0.092s build=0.289s
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 88.330ms frontier= 16.163ms semisort= 36.441ms (keyed=14.249ms group_by=  1.063ms per_group= 9.116ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.450ms frontier=  0.073ms semisort=  1.910ms (keyed= 0.021ms group_by=  1.654ms per_group= 0.116ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.392ms frontier=  0.069ms semisort=  0.670ms (keyed= 0.018ms group_by=  0.546ms per_group= 0.048ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.046ms frontier=  0.011ms semisort=  0.199ms (keyed= 0.003ms group_by=  0.086ms per_group= 0.053ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.042ms frontier=  0.009ms semisort=  0.299ms (keyed= 0.005ms group_by=  0.205ms per_group= 0.038ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.033ms frontier=  0.005ms semisort=  0.188ms (keyed= 0.003ms group_by=  0.118ms per_group= 0.020ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.022ms frontier=  0.003ms semisort=  0.026ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.012ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.017ms frontier=  0.002ms semisort=  0.025ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.014ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.017ms frontier=  0.002ms semisort=  0.011ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.012ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.004ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.009ms frontier=  0.003ms semisort=  0.009ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.004ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.009ms frontier=  0.001ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.007ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  3.386ms semisort= 16.649ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.769ms semisort=  1.473ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.602ms semisort=  2.693ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.409ms semisort=  1.353ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.336ms semisort=  0.422ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.287ms semisort=  0.375ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.230ms semisort=  0.198ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.250ms semisort=  0.095ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.191ms semisort=  0.116ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.183ms semisort=  0.069ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.151ms semisort=  0.024ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.165ms semisort=  0.021ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.123ms semisort=  0.018ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.075ms semisort=  0.022ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.106ms semisort=  0.014ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.078ms semisort=  0.012ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.087ms semisort=  0.012ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.038ms semisort=  0.009ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.027ms semisort=  0.009ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  2.056ms semisort=  0.008ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.041ms semisort=  0.008ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.073ms semisort=  0.008ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.063ms semisort=  0.008ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.047ms semisort=  0.008ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  2.012ms semisort=  0.008ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.027ms semisort=  0.009ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.054ms semisort=  0.007ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.047ms semisort=  0.008ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  2.005ms semisort=  0.009ms
[pe-async] round= 29 R=31 dirty=        0 filter=  2.001ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.529ms semisort= 17.229ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.720ms semisort=  1.500ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.577ms semisort=  2.931ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.449ms semisort=  1.335ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.365ms semisort=  0.472ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.298ms semisort=  0.381ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.304ms semisort=  0.182ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.255ms semisort=  0.106ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.561ms semisort=  0.123ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.167ms semisort=  0.079ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.168ms semisort=  0.026ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.106ms semisort=  0.025ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.126ms semisort=  0.019ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.095ms semisort=  0.018ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.087ms semisort=  0.014ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.067ms semisort=  0.012ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.078ms semisort=  0.011ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.065ms semisort=  0.023ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.032ms semisort=  0.008ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  2.030ms semisort=  0.015ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.053ms semisort=  0.007ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.053ms semisort=  0.016ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.078ms semisort=  0.009ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.019ms semisort=  0.008ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  2.026ms semisort=  0.008ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.013ms semisort=  0.009ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.011ms semisort=  0.007ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  1.970ms semisort=  0.008ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  2.029ms semisort=  0.007ms
[pe-async] round= 29 R=31 dirty=        0 filter=  1.962ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.620ms semisort= 17.035ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.876ms semisort=  1.467ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.684ms semisort=  2.834ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.527ms semisort=  1.346ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.416ms semisort=  0.439ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.345ms semisort=  0.361ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.290ms semisort=  0.185ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.238ms semisort=  0.078ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.280ms semisort=  0.129ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.221ms semisort=  0.070ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.199ms semisort=  0.057ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.160ms semisort=  0.040ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.176ms semisort=  0.026ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.130ms semisort=  0.017ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.149ms semisort=  0.015ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.122ms semisort=  0.013ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.103ms semisort=  0.012ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.158ms semisort=  0.013ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.059ms semisort=  0.008ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  2.105ms semisort=  0.017ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.045ms semisort=  0.008ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.098ms semisort=  0.009ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.073ms semisort=  0.008ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.058ms semisort=  0.009ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  2.053ms semisort=  0.008ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.045ms semisort=  0.010ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.078ms semisort=  0.008ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.042ms semisort=  0.008ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  2.018ms semisort=  0.008ms
[pe-async] round= 29 R=31 dirty=        0 filter=  2.044ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.510ms semisort= 16.389ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.792ms semisort=  1.553ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.622ms semisort=  2.770ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.442ms semisort=  1.357ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.328ms semisort=  0.425ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.297ms semisort=  0.371ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.262ms semisort=  0.169ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.210ms semisort=  0.093ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.226ms semisort=  0.119ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.235ms semisort=  0.058ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.153ms semisort=  0.025ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.180ms semisort=  0.025ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.114ms semisort=  0.021ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.058ms semisort=  0.022ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.150ms semisort=  0.015ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.067ms semisort=  0.013ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.076ms semisort=  0.012ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.094ms semisort=  0.010ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.062ms semisort=  0.009ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  2.090ms semisort=  0.009ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.048ms semisort=  0.008ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.037ms semisort=  0.008ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.032ms semisort=  0.007ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.013ms semisort=  0.008ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  2.020ms semisort=  0.009ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.036ms semisort=  0.009ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.040ms semisort=  0.007ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.030ms semisort=  0.008ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  1.993ms semisort=  0.007ms
[pe-async] round= 29 R=31 dirty=        0 filter=  2.029ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.559ms semisort= 17.068ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.739ms semisort=  1.572ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.578ms semisort=  2.907ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.400ms semisort=  1.351ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.334ms semisort=  0.429ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.313ms semisort=  0.374ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.247ms semisort=  0.172ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.216ms semisort=  0.086ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.236ms semisort=  0.138ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.200ms semisort=  0.057ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.114ms semisort=  0.025ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.120ms semisort=  0.048ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.146ms semisort=  0.018ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.096ms semisort=  0.016ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.031ms semisort=  0.015ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.093ms semisort=  0.013ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.071ms semisort=  0.012ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.062ms semisort=  0.009ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.069ms semisort=  0.008ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  1.997ms semisort=  0.009ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.085ms semisort=  0.009ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.037ms semisort=  0.010ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.032ms semisort=  0.009ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.023ms semisort=  0.009ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  1.995ms semisort=  0.015ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.011ms semisort=  0.009ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.013ms semisort=  0.008ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.013ms semisort=  0.009ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  2.004ms semisort=  0.008ms
[pe-async] round= 29 R=31 dirty=        0 filter=  1.995ms (clean break)
[pe-async] round=  0 R=2 dirty=  7639846 runs=  4800324 filter=  2.587ms semisort= 17.383ms
[pe-async] round=  1 R=3 dirty=   140249 runs=    49666 filter=  2.866ms semisort=  1.574ms
[pe-async] round=  2 R=4 dirty=    78104 runs=    76289 filter=  2.665ms semisort=  3.039ms
[pe-async] round=  3 R=5 dirty=    21733 runs=    12601 filter=  2.518ms semisort=  1.324ms
[pe-async] round=  4 R=6 dirty=    10957 runs=     8793 filter=  2.428ms semisort=  0.444ms
[pe-async] round=  5 R=7 dirty=     8671 runs=     4712 filter=  2.342ms semisort=  0.371ms
[pe-async] round=  6 R=8 dirty=     2862 runs=     2604 filter=  2.315ms semisort=  0.163ms
[pe-async] round=  7 R=9 dirty=      579 runs=      276 filter=  2.266ms semisort=  0.080ms
[pe-async] round=  8 R=10 dirty=     1350 runs=      649 filter=  2.230ms semisort=  0.121ms
[pe-async] round=  9 R=11 dirty=      706 runs=      668 filter=  2.186ms semisort=  0.061ms
[pe-async] round= 10 R=12 dirty=       57 runs=       24 filter=  2.228ms semisort=  0.027ms
[pe-async] round= 11 R=13 dirty=       54 runs=       22 filter=  2.152ms semisort=  0.027ms
[pe-async] round= 12 R=14 dirty=       41 runs=       19 filter=  2.140ms semisort=  0.028ms
[pe-async] round= 13 R=15 dirty=       39 runs=       14 filter=  2.124ms semisort=  0.020ms
[pe-async] round= 14 R=16 dirty=       26 runs=       14 filter=  2.120ms semisort=  0.014ms
[pe-async] round= 15 R=17 dirty=       17 runs=        9 filter=  2.101ms semisort=  0.012ms
[pe-async] round= 16 R=18 dirty=        8 runs=        4 filter=  2.107ms semisort=  0.011ms
[pe-async] round= 17 R=19 dirty=        6 runs=        3 filter=  2.091ms semisort=  0.014ms
[pe-async] round= 18 R=20 dirty=        2 runs=        1 filter=  2.091ms semisort=  0.008ms
[pe-async] round= 19 R=21 dirty=        4 runs=        1 filter=  2.085ms semisort=  0.010ms
[pe-async] round= 20 R=22 dirty=        2 runs=        1 filter=  2.074ms semisort=  0.009ms
[pe-async] round= 21 R=23 dirty=        4 runs=        1 filter=  2.066ms semisort=  0.008ms
[pe-async] round= 22 R=24 dirty=        2 runs=        1 filter=  2.065ms semisort=  0.008ms
[pe-async] round= 23 R=25 dirty=        4 runs=        1 filter=  2.043ms semisort=  0.014ms
[pe-async] round= 24 R=26 dirty=        2 runs=        1 filter=  2.056ms semisort=  0.009ms
[pe-async] round= 25 R=27 dirty=        4 runs=        1 filter=  2.050ms semisort=  0.009ms
[pe-async] round= 26 R=28 dirty=        2 runs=        1 filter=  2.029ms semisort=  0.008ms
[pe-async] round= 27 R=29 dirty=        4 runs=        1 filter=  2.046ms semisort=  0.008ms
[pe-async] round= 28 R=30 dirty=        2 runs=        2 filter=  2.016ms semisort=  0.008ms
[pe-async] round= 29 R=31 dirty=        0 filter=  2.015ms (clean break)
